Anchor_0,Anchor_1,Anchor_2,Anchor_3,Anchor_4
3.29938,1.95119,0.529958,3.38535,0.150863
3.28542,2.7753,0.406928,1.8073,0.522769
3.12572,2.66865,0.335048,0.733814,1.42902
3.08193,2.26579,0.92762,1.28442,0.137194
3.0856,2.97205,0.628191,0.589273,0.356144
3.051,2.98813,0.434477,0.86988,0.358553
2.94647,1.93473,0.426897,1.94146,0.0593329
2.99454,2.69874,0.483422,0.981855,0.508963
2.85353,2.67193,0.568676,0.762725,0.463826
2.90863,3.10825,0.544802,1.77541,0.0426494
2.75391,3.08377,0.546746,1.65185,0.325707
2.87337,3.03582,0.467774,0.69752,0.384285
2.84262,3.09146,1.06492,3.36543,0.165574
2.84563,2.55444,1.10087,0.69325,0.279242
2.74051,2.65691,1.42459,3.06776,0.535019
2.70492,2.15608,0.695579,0.617351,0.0930288
2.63404,2.08478,1.04658,1.2107,0.0484779
2.67147,2.39544,0.410766,1.31288,0.0741463
2.63016,2.63731,1.05046,0.610612,0.454726
2.5643,1.9819,0.789812,1.54709,0.187605
2.54445,2.00282,0.483478,1.82887,0.738721
2.44577,3.01829,0.327306,0.99291,0.199327
2.41847,1.66613,1.12531,1.02705,0.0389432
2.38514,1.67564,0.659404,1.13527,0.208422
2.31214,2.28005,0.570545,1.88949,0.205028
2.31086,2.45854,1.30957,0.565605,0.197782
2.28942,2.35552,0.64216,0.73102,0.238933
2.26945,2.69107,0.476709,0.875809,0.294354
2.21686,1.76055,0.674197,0.90138,0.161698
2.20049,1.64196,0.144713,1.4716,0.924395
2.14251,2.19276,0.477501,0.932601,0.220378
1.95871,2.28143,1.35939,0.959734,0.0389166
1.99916,2.54948,0.492388,0.990903,0.0532767
1.98822,2.18605,0.608809,1.18359,0.101484
1.93954,3.48224,0.569004,2.1203,0.366244
1.96146,2.78323,0.377526,0.501755,0.182324
1.86255,2.05895,1.16927,0.766031,0.297571
1.90183,2.75998,1.0774,1.8264,0.29994
1.93634,2.39019,0.32958,0.871913,0.145785
1.89712,2.43152,0.851724,1.87702,0.576554
1.83511,2.82654,1.01741,2.18471,0.201875
1.81943,2.48781,0.584135,1.15201,0.68377
1.81753,1.54799,1.16583,0.914476,0.454169
1.7323,2.45469,1.0755,0.726252,0.443593
1.71989,2.3827,0.944085,0.874892,0.710938
1.66447,2.47462,0.359148,3.29644,0.399051
1.72962,2.74919,0.21119,2.37001,0.511591
1.67787,2.4594,0.654245,2.19054,0.247696
1.58916,2.12231,0.47277,3.28675,0.111656
1.76437,2.66489,0.20137,2.39658,0.620823
1.58685,2.46891,0.656424,0.968889,0.358498
1.38172,2.43962,1.22687,3.21052,0.141261
1.40612,2.44186,0.904543,3.47293,0.115641
1.43639,2.37889,0.56502,3.22471,0.377559
1.43537,1.92953,0.492986,2.87688,0.175299
1.43423,2.74598,0.31611,2.26286,0.478442
1.29365,2.49642,1.12803,0.758717,0.309399
1.33689,2.64305,1.03073,0.51173,0.592736
1.32224,2.31327,0.78107,0.547907,0.0394632
1.53336,2.74002,1.44312,3.5773,0.772703
1.50421,2.39882,1.05849,2.99171,0.214337
1.01727,2.57718,0.695856,0.572234,0.026636
1.26786,2.73685,0.893472,3.14553,0.048725
0.942899,2.43388,0.948006,3.02662,1.42081
0.915041,2.69585,0.480532,0.817493,0.363579
0.886189,2.11976,1.72154,3.11706,0.094912
0.873691,1.81772,0.371786,1.81289,0.896157
0.959966,2.27667,0.364324,3.55839,0.628643
0.985846,2.00012,0.546937,0.690111,0.296707
0.872648,1.94121,0.330001,0.726259,0.675152
0.898434,2.27518,0.679521,0.536609,0.0469421
0.863961,1.91745,0.93662,2.20704,0.262766
0.809306,2.36534,1.12104,2.28832,0.533127
0.772279,2.24175,0.829546,0.477942,0.374309
0.746857,2.24112,0.881247,3.20965,0.196665
0.652713,2.19951,0.939899,3.12722,0.13471
0.826745,2.26715,0.626302,0.76435,0.0612109
0.63583,2.20205,1.03705,1.79234,0.153312
0.741522,1.96353,0.876642,0.835752,0.82421
0.673746,1.6988,1.07984,2.80121,0.264387
0.772451,2.1854,1.14857,0.256513,0.696527
0.592361,1.90639,0.818419,0.332539,0.0825788
0.597744,2.44754,0.742408,2.99377,0.177255
0.615712,2.44092,1.81706,1.10809,0.35954
0.594916,2.47147,0.898034,0.750215,0.0731223
0.574072,2.34653,0.811526,0.384602,0.458381
0.687577,2.69764,0.811367,0.462759,0.671501
0.677063,2.25072,0.83283,0.411451,0.390238
0.3396,2.40013,0.957486,0.32401,0.445605
0.669676,2.16088,0.804381,0.966125,0.472394
0.532141,1.55362,1.10152,3.23592,0.102814
0.423686,2.19432,1.01537,2.16904,0.346366
0.466518,2.34142,1.39372,2.15711,0.143757
0.383348,2.30016,0.817214,0.761442,0.0418349
0.344543,2.36702,0.73442,0.825276,0.0346184
0.312746,2.38336,0.607738,2.03858,0.225932
0.289842,2.30485,0.855293,0.450186,0.0499189
0.386387,2.22865,0.371306,2.02234,0.0762519
0.481946,2.2272,0.669943,2.84313,0.324164
0.348487,2.63906,0.773358,3.30778,0.140123
0.314586,2.06139,1.03026,0.77835,0.326674
0.445585,1.90377,0.815854,1.40862,0.0911103
0.103537,1.91498,0.839072,0.494911,0.375636
0.361306,2.4142,0.945151,3.18617,0.0769292
0.409965,2.57589,1.18147,1.78768,0.178431
0.39251,2.6347,0.923787,1.81535,0.343093
0.26468,2.16663,0.917718,1.18547,0.193001
0.349321,2.34306,0.730147,0.650041,0.391308
0.289118,1.78271,0.727031,3.10437,0.121759
0.353614,2.32822,0.757217,0.218184,0.315117
0.145312,2.27681,0.6956,1.10591,0.589538
0.286531,1.94858,0.903422,2.78657,0.448845
0.197066,2.3071,0.77757,1.22354,0.110581
0.136524,1.91921,0.84315,1.05274,0.415194
0.24872,2.39056,0.212705,0.495508,0.409015
0.217296,2.02297,0.329021,0.985145,0.0313102
0.230486,2.19015,0.531248,2.31739,0.109789
0.259229,2.15415,0.465218,0.126767,0.357294
0.44739,2.48725,0.878271,2.48566,0.246625
0.169036,2.21823,1.01204,3.01405,0.0608422
0.19192,2.32665,0.543465,1.37721,0.204764
0.156528,3.24087,1.06821,2.38762,0.687751
0.150561,1.91002,1.02904,2.43619,0.368667
0.0673213,2.019,0.970366,2.57346,0.0838837
0.107779,1.88466,0.608478,1.74265,0.124285
0.334186,2.07444,0.489879,2.44195,0.141789
0.061127,2.10379,0.99334,3.37224,0.713498
0.142803,1.98335,0.701846,1.2156,0.681
0.0949321,3.13007,0.81673,1.94368,0.0614642
0.255784,2.58645,1.11749,3.00981,0.408025
0.0720182,1.93478,1.13015,0.0299864,0.356292
0.070721,2.58033,1.21154,0.867781,0.205625
0.460564,1.96272,1.45704,1.15352,0.153854
0.125578,2.66485,1.34268,1.31794,0.283476
0.0889018,1.96769,2.19118,0.555552,0.10693
0.422052,2.16149,1.51069,2.08946,0.187588
0.337759,2.59828,0.815601,0.817317,0.197109
0.586395,2.6213,0.615976,1.36838,0.284518
0.252494,2.2161,0.75048,3.34472,0.48694
0.0777378,2.03767,0.542185,1.29019,0.233412
0.507443,1.40231,0.921924,1.65432,0.15152
0.650924,2.5867,0.787142,3.42754,0.436367
0.349988,2.97443,1.37527,0.811957,0.0364775
0.181249,2.41518,0.682339,1.28503,0.0432465
0.17561,1.90441,0.888438,0.251705,0.761226
0.174234,2.38041,1.00866,0.143942,0.300287
0.314741,1.42375,0.38628,1.21864,0.111967
0.0991191,1.35902,0.742,1.96269,0.683687
0.0372211,1.24958,1.2766,1.0487,0.44337
0.370705,2.52905,1.45184,3.43896,0.870083
0.171037,1.40685,0.918542,2.3761,0.0408969
0.146851,2.42749,0.862236,0.921679,0.108954
0.182496,2.27802,1.2286,2.38776,0.329583
0.350473,2.99363,0.993249,1.49846,0.103276
0.314115,2.20158,1.649,1.51379,0.207304
0.143847,2.42814,0.717022,0.787554,0.249454
0.114194,2.01118,0.966893,2.93878,0.332859
0.305876,3.39781,1.4794,1.71478,0.114079
0.554722,2.65725,0.585962,0.46649,0.147394
0.527799,3.36217,1.33599,2.36093,0.0583775
0.28122,2.46798,0.979718,3.43679,0.466951
0.0971221,2.57598,0.657466,3.89339,0.279831
0.375777,3.23929,0.767234,0.863192,0.104484
0.266109,2.28443,0.956423,1.1837,0.449984
0.363081,1.9269,1.83583,1.74769,0.0538713
0.268824,2.25164,0.511624,1.75132,0.031647
0.141625,2.41442,0.678083,0.214189,0.481638
0.830294,3.51279,0.943464,2.95539,0.0749781
0.251677,2.10004,0.580097,1.21285,0.0392637
0.277816,1.97983,0.565367,1.41594,0.225526
0.201078,1.71094,1.13473,2.87616,0.195912
0.499242,2.2841,0.684666,2.94019,0.186295
0.612202,2.76164,1.52209,0.215114,0.0360769
0.0413964,2.30803,0.33434,1.72463,0.233688
0.698296,2.14656,1.24308,3.00846,0.356133
0.168117,2.475,0.694726,3.71593,0.539117
0.58036,1.91499,0.855701,1.06408,0.533211
0.729006,1.81871,0.857925,3.00369,0.163764
0.0552461,2.29591,0.662934,0.148305,0.338865
0.484507,2.12504,0.687256,0.199999,0.448501
0.137885,2.48193,0.0988909,1.77941,0.146004
0.201685,2.03092,1.47286,3.53408,0.0679114
0.78044,1.82668,0.127692,1.34835,0.535041
0.0868353,2.25186,0.0629948,0.0829945,0.239019
0.320287,2.24204,0.247984,0.868823,0.259595
0.0813315,2.2112,0.61743,0.64568,0.154089
0.130758,2.5438,0.271693,1.33527,0.125882
0.799695,1.32329,1.24971,1.22054,0.170671
0.26585,2.53321,1.06575,1.24313,0.057463
0.221121,2.62526,0.927277,2.97737,0.314865
0.106418,2.52584,0.491183,0.937559,0.258225
0.697986,1.89246,0.360821,0.932332,0.0493156
0.0559512,2.22543,0.192156,0.165592,0.242262
0.265038,2.04827,1.16362,0.0991068,0.439518
0.0770573,2.01262,1.06197,1.3252,0.222476
0.973873,2.35844,1.63647,2.91762,0.209106
0.0895085,2.21086,1.01574,1.27677,0.217264
0.713056,2.4627,0.331515,0.143017,0.092519
0.118231,2.98198,0.999428,0.180694,0.388193
0.0588585,1.42562,0.959725,0.565808,0.415426
0.0711813,1.87586,0.963017,0.572549,0.480177
0.0427698,2.25281,1.34056,2.62979,0.250333
0.557253,2.19126,0.564419,2.92993,0.117683
0.969285,3.19132,0.5949,1.54057,0.345347
0.995114,2.24346,0.435341,1.46986,0.0575277
0.0685628,1.83291,0.426384,1.26042,0.173155
0.0486219,2.62948,1.19532,3.28948,0.32759
0.340813,2.35625,1.03498,0.579488,0.470138
0.131233,2.09705,1.64782,3.19973,0.150707
0.210414,2.67907,0.655077,2.39615,0.335987
0.579323,1.79826,1.0912,0.317254,0.296081
0.867655,2.13777,1.75461,3.16823,0.386668
0.924414,2.37995,0.727255,1.91496,0.0580552
0.168617,1.86193,1.21159,0.332793,0.618396
0.841637,1.55292,0.67464,2.65166,0.313883
0.616633,3.08109,0.967882,1.12943,0.942025
0.23371,2.43344,1.67723,0.131033,0.558117
0.101842,2.03666,1.21567,2.47268,0.189143
0.532003,1.80559,1.15072,2.43126,0.188346
0.183928,2.03028,0.571299,0.809043,0.370311
0.475615,2.52946,1.62816,0.205688,0.402306
0.718453,1.43869,0.441378,0.121933,0.522748
0.724157,3.05563,0.586522,2.58371,0.0412966
0.622301,2.52959,0.491121,1.19231,0.505465
0.320926,2.63559,1.87713,2.27011,0.152032
0.113732,2.08293,1.05147,2.86032,0.321573
0.595937,1.94515,0.481004,0.220563,0.0756482
0.26238,2.70231,0.555405,1.73531,0.11765
0.746038,1.99343,0.955111,1.97604,0.296036
0.214603,3.78401,1.90477,2.7354,0.269864
0.341345,1.98017,0.621311,2.61577,0.470206
0.55867,2.48432,1.61228,2.53668,0.393135
0.316024,3.46438,0.959115,0.509036,0.13154
0.189697,2.58115,0.370966,0.49211,0.24423
0.917244,1.71997,0.467277,2.59821,0.106698
0.0340449,1.435,0.58706,0.210051,0.605002
0.71717,2.52145,0.747585,2.42531,0.0624969
0.0364421,2.47044,0.47639,0.0620151,0.0624326
0.637491,3.35355,0.592602,0.752674,0.300456
0.759886,1.83195,0.482734,0.0551201,0.691656
0.543653,3.44419,1.10495,2.45348,0.209647
0.149078,3.11826,2.27819,2.44483,0.636127
0.75406,1.84851,0.506443,0.494192,0.59335
0.254349,3.6364,0.675081,0.672254,0.453091
0.413927,1.8726,0.865343,0.684539,0.477094
0.0908077,2.70813,0.9523,1.51796,0.167834
1.26198,2.77812,1.683,2.77378,1.32256
0.53591,2.17555,0.662571,0.630819,0.590307
0.958892,3.31452,0.939245,2.50881,0.183205
0.0731776,3.75077,0.49199,0.235948,0.166678
0.86334,2.27739,0.542847,2.02547,0.641059
0.384346,2.59899,1.30487,0.240279,0.177856
0.147927,3.37688,1.44499,3.2762,0.369549
0.0751703,1.81588,0.938277,2.45423,0.591082
0.689882,2.4898,0.290526,0.399582,0.108448
0.431757,3.58215,0.308149,0.312404,0.031233
0.968291,3.79082,0.659117,1.50408,0.205966
0.938988,1.92785,1.14042,0.715477,0.265151
0.454872,2.6731,0.974895,0.22635,0.160468
1.30609,2.4777,0.604707,0.964503,0.582056
0.917132,2.19798,1.35066,0.181985,0.41875
0.111997,3.45956,1.06327,0.635163,0.131889
0.17573,2.64469,0.347283,2.53683,0.15395
0.911996,1.85578,1.23211,2.49694,0.466289
0.258419,2.71269,1.46693,2.26139,0.402126
0.292673,2.58932,0.383251,0.250978,0.618294
0.523609,2.21993,0.364173,0.745777,0.223162
0.899384,3.23151,0.322584,0.533672,0.423605
0.848044,2.33663,1.94476,0.710069,0.134012
0.868484,3.18703,0.430572,0.678794,0.578814
0.341673,1.83762,1.49003,0.707428,0.556892
0.142542,2.14271,0.266611,0.500249,0.0487487
0.116302,2.69986,0.308309,0.307333,0.304163
0.349766,2.43768,0.422158,1.90266,0.153285
0.470116,2.43279,0.437957,0.408494,0.0423549
0.562139,2.43863,1.44854,2.84307,0.374579
0.448671,2.33,0.487083,0.205969,0.392911
0.371871,2.63725,0.246701,0.5593,0.597294
0.743084,2.40303,1.55776,1.54713,0.242078
0.266551,3.23174,1.20519,0.466624,0.197757
0.784371,3.02739,0.479137,0.440027,0.479051
0.397146,2.42229,1.62736,2.31528,0.236431
0.589223,2.44273,1.15836,1.79482,0.552533
0.636858,3.02764,1.47801,0.498271,0.273112
0.320586,2.50347,0.524426,0.509219,0.297317
0.250754,3.13434,0.445605,0.241434,0.134648
1.14249,2.47932,0.167651,1.76817,0.741707
0.309954,2.71351,0.380347,1.86306,0.320469
0.812116,3.32555,0.190055,1.76549,0.139158
0.0459754,3.95795,0.369895,0.290997,0.0230574
0.905203,3.05548,0.123163,0.434535,0.3246
0.683647,3.3261,0.701325,0.351873,0.322149
0.252339,3.36132,0.500221,0.212854,0.544356
1.01621,3.35909,0.436229,0.276343,0.360041
0.0642562,3.37905,0.469368,0.254032,0.0566707
0.138689,3.18338,0.557188,0.478481,0.0962616
1.49428,3.52462,1.55105,2.71302,0.0565117
1.53231,3.46428,0.379817,0.199145,0.226801
1.08522,2.23319,0.68493,1.99581,0.11254
1.13613,2.91246,1.50916,0.290963,0.0369801
0.809394,2.64952,0.159814,0.232798,0.598497
1.54634,3.19571,0.594088,1.97859,0.0554749
1.14006,2.44971,0.538219,2.69449,0.172622
0.433331,2.3249,0.554913,2.2063,0.406493
1.23147,3.61547,0.604445,0.344915,0.274331
1.28202,3.68382,0.575112,0.17588,0.0581004
1.20428,2.37926,0.450997,0.902233,0.352538
1.19805,2.65269,0.218127,0.492459,0.124428
1.13346,2.78506,0.508196,0.787976,0.288237
1.46942,2.48231,0.142641,0.6755,0.248223
1.25816,2.97708,0.11542,0.682606,0.114064
1.2856,3.13596,0.0444036,0.208598,0.229486
1.1864,2.97961,0.533712,2.13608,0.292066
1.26875,2.49843,1.01874,0.159214,0.0611724
0.510848,2.75847,0.504127,0.684331,0.0438229
1.27716,2.14603,0.651195,0.835858,0.165162
0.200278,2.68631,0.423944,0.609864,0.620904
1.24622,2.59997,0.650777,0.642688,0.599586
0.0985552,2.68858,0.090995,0.119971,0.530826
1.09068,2.35805,0.156082,0.653023,0.241269
0.519625,2.97302,0.533801,0.260684,0.401628
0.952822,2.47831,0.289161,0.883981,0.330365
1.17651,2.50636,0.697045,0.265903,0.133122
0.51394,2.51763,0.373449,0.281876,0.0889938
1.22707,2.58955,0.503071,0.652372,0.0612824
0.121094,2.55957,0.952233,3.16665,0.0547208
0.381881,2.75874,0.508399,0.658241,0.39449
1.0511,3.01313,1.16276,0.390425,0.207751
1.22151,2.74527,0.221678,0.579249,0.547329
1.18866,3.03883,0.471294,0.371785,0.410574
1.06005,2.03886,1.23855,0.260556,0.474232
1.6203,3.01808,0.623248,0.382796,0.449307
0.363035,2.39589,1.69583,0.106174,0.029673
0.384011,3.164,0.500939,0.455987,0.0360837
0.933688,2.5314,0.601563,3.11837,0.511986
0.281152,2.27728,1.51921,0.835946,0.213776
1.24955,2.29402,0.581751,0.907273,0.0585711
1.25714,2.48712,0.534697,2.74563,0.234295
0.311623,2.79681,0.819355,0.238045,0.427102
0.529825,3.15444,0.144811,0.329816,0.717962
0.437025,2.46928,0.809172,2.80963,0.037995
1.17818,2.33061,0.463428,2.7846,0.216625
1.40536,3.07915,0.114809,0.384442,0.217433
1.61552,3.06211,1.38248,0.165269,0.298302
1.65135,3.03267,1.34617,0.354671,0.225919
1.49361,2.4796,0.0614175,1.04627,0.145552
1.49334,2.75507,0.0825501,1.02692,0.084902
0.630157,2.47399,0.0842884,0.167467,0.214483
0.138666,3.17842,0.453788,0.168366,0.166418
0.923837,2.82894,0.0697521,0.356998,0.19655
0.0604597,2.69415,0.788922,0.209023,0.229065
1.73623,2.45049,0.760466,0.318153,0.186421
0.128765,2.87046,0.710486,0.286777,0.171927
1.29122,2.37292,0.276199,0.823298,0.723702
0.857202,2.57656,0.822783,0.444813,0.538328
0.464444,2.38049,0.810188,0.267449,0.106659
0.619385,2.32092,0.738352,0.280137,0.127656
0.163396,2.87065,0.176515,0.137346,0.0312898
1.13476,2.25856,0.205465,0.227894,0.285157
0.14788,3.36751,0.715808,0.338801,0.37717
1.12614,2.46042,0.749804,1.40857,0.624014
0.386501,2.37823,0.386864,0.413894,0.0582969
0.499838,2.76102,0.618947,0.492486,0.28165
1.64091,2.5439,0.77582,0.329361,0.799844
0.870869,2.42512,0.724104,0.750896,0.245328
0.594942,2.65842,0.119485,0.437163,0.237933
1.72379,2.50957,0.744904,2.73252,0.314806
1.12783,2.2822,0.577293,0.861614,0.252954
0.0890241,2.24909,0.756343,2.88751,0.0271307
1.28339,2.47446,0.17502,0.11061,0.136589
1.57624,3.2693,0.724465,0.680822,0.329524
1.16835,2.4635,0.584619,1.0642,0.240757
1.82249,2.71094,0.144125,0.723113,0.411447
1.37745,3.01255,0.602123,0.316548,0.60607
0.580534,3.63995,0.83332,0.221589,0.195212
1.06044,2.87179,0.427723,0.232744,0.194108
0.547372,3.17054,0.398008,0.274456,0.290538
1.74281,2.40519,0.655786,0.870444,0.383906
0.627419,2.08595,0.45014,0.846724,0.341624
0.554633,3.5514,0.738433,0.954671,0.267674
1.13157,3.08364,0.713032,2.63492,0.257624
1.81355,2.32195,0.941723,2.80618,0.160329
1.88782,2.17872,0.303286,0.317567,0.531544
0.146026,3.48253,0.381916,1.40397,0.189134
0.64552,3.13929,0.973756,1.38565,0.479609
1.74655,2.61619,0.517251,0.157667,0.500539
0.411166,3.72514,0.706794,0.544481,0.0261239
0.190573,1.97127,0.785333,1.54919,0.111117
0.55078,2.97638,0.637634,0.359605,0.071639
1.8924,3.52327,0.481662,0.173014,0.0549054
1.01151,3.53704,0.415838,0.0784721,0.191653
0.937141,3.49059,1.56516,0.148796,0.110066
1.28647,3.49797,1.12147,0.713491,0.0315714
1.34072,3.09125,0.83239,1.00993,0.3532
1.35808,2.13842,0.375212,0.691588,0.129474
0.751305,2.14082,0.863724,0.96006,0.195685
0.0939992,2.33023,0.81835,2.96356,0.139318
0.714495,3.12624,2.31224,0.531869,0.267598
1.76793,2.22733,0.400025,0.295992,0.349265
1.37432,2.25231,0.331027,0.27698,0.370902
0.306671,2.36425,0.52083,0.0770734,0.144379
0.880519,3.18456,0.237911,0.575773,0.0882016
1.16866,2.80561,0.272029,2.95051,0.0353642
1.27142,2.64074,0.372044,0.998565,0.356027
1.31773,3.4327,0.425441,0.520846,0.16054
0.200064,3.36126,1.09529,1.10531,0.0449128
0.410722,3.35363,0.329552,1.13284,0.406645
0.708793,2.50258,0.834159,0.557412,0.405254
0.849471,2.71682,0.507012,0.177466,0.241996
0.782777,3.73606,1.26978,1.17283,0.0596819
1.2385,2.67916,0.526745,0.709273,0.248782
0.157486,2.79951,0.375401,0.995911,0.130185
0.691534,3.22892,0.544288,1.18579,0.120441
1.35884,2.46687,0.390121,0.440949,0.185192
0.741254,2.01283,1.13742,0.202122,0.198556
0.0715159,2.70609,0.334355,0.615065,0.157523
1.33678,2.52029,0.225513,1.25943,0.303702
0.215074,2.44978,0.247808,0.33669,0.286713
0.794545,1.96547,0.353287,0.412139,0.0643756
1.19463,2.64882,0.616918,2.80661,0.0764189
1.16427,1.83778,0.624685,0.526291,0.112322
1.08202,1.96859,0.886917,0.460553,0.531329
1.38716,2.13755,1.41359,0.542768,0.252042
1.40641,2.54476,0.711325,0.248598,0.467337
0.14907,2.45379,1.17645,0.557835,0.0931572
1.40443,3.07792,0.170158,2.19737,0.0741274
0.156537,2.0916,0.334548,0.0622658,0.303401
1.42603,2.40115,0.662955,0.271717,0.195797
1.25477,2.71586,0.743328,0.229664,0.0349964
0.770832,3.5657,1.31425,0.473833,0.157149
1.83546,3.2734,0.25786,0.0839632,0.503142
0.275528,3.04616,0.324301,0.659905,0.171511
1.13143,3.09474,1.24105,0.53007,0.483593
0.103738,2.26306,0.109274,0.610475,0.22186
1.14259,3.11549,0.142983,1.05171,0.18918
0.649334,1.92324,0.265552,0.548646,0.128108
0.292047,1.99614,1.2075,0.246419,0.0872391
0.849005,3.54928,0.177941,0.776199,0.142672
1.28277,1.92895,0.222575,0.14197,0.11146
0.637949,2.56133,0.0908408,0.558674,0.190225
1.57566,3.49771,0.555042,0.944341,0.187903
0.261329,3.08665,1.2592,0.498441,0.154134
1.76893,3.4995,0.34642,0.965605,0.222869
0.182005,3.61672,0.321985,0.765123,0.13071
1.8192,2.47979,0.734384,0.439292,0.0533701
0.139457,2.95871,0.439118,1.09946,0.0966111
0.712154,2.39478,0.837868,0.899822,0.189773
0.94354,2.34825,0.572924,1.00517,0.0430857
0.172689,3.47456,0.313574,0.211008,0.240444
0.609283,2.42205,0.16565,0.939461,0.101691
0.474949,2.94176,1.77403,2.70189,0.299502
0.655456,2.44334,0.362656,0.57558,0.0932191
0.100631,3.08913,0.39211,0.659329,0.148751
0.247516,2.06956,0.407701,0.680564,0.0880133
0.194568,2.84719,0.0306676,0.294532,0.1418
0.525981,2.22844,0.204115,2.36667,0.053755
0.628013,2.77475,1.20439,3.47674,0.339311
0.971326,3.15786,0.430056,0.691365,0.0987287
0.180007,3.99152,0.50286,0.958885,0.366003
0.542455,3.46953,0.936247,0.297779,0.500184
0.135002,3.40867,0.477739,0.413897,0.331965
0.280127,2.57808,0.65058,0.269717,0.500683
0.135409,2.10502,0.152122,1.43798,0.131786
0.948566,2.17032,0.662492,0.49,0.158256
0.0564948,3.93373,0.210751,0.404533,0.228724
0.519021,2.63214,0.666609,0.467367,0.628836
0.360892,3.622,0.806377,0.507417,0.096353
0.30811,2.92086,0.192352,0.717732,0.236009
0.36936,2.06023,0.200385,0.0812776,0.111432
0.104489,2.44763,0.0824939,0.119588,0.0256359
0.153548,1.98298,0.160123,2.87218,0.390161
0.526936,3.68706,0.315501,0.50375,0.0826405
1.26023,3.6208,0.966812,0.143409,0.0890299
0.547547,3.27956,1.20677,0.0180674,0.136363
0.228189,1.80733,0.190673,0.452912,0.10677
0.714819,2.38715,0.332701,0.307427,0.0314513
0.727281,1.93523,0.318622,2.43558,0.0773284
1.71346,2.911,0.392158,0.60371,0.119309
0.452761,3.8576,0.131208,0.456566,0.550899
1.83865,2.21717,0.121191,0.486425,0.0487583
0.700911,2.26713,0.0720614,0.0670678,0.256414
1.76937,3.55685,0.0475616,0.242755,0.193857
0.823415,2.39586,0.13381,0.403257,0.239529
0.741994,2.80098,0.268293,0.108805,0.0525896
0.670882,3.51512,0.0334741,0.989154,0.084946
0.68882,1.77278,1.37193,0.318624,0.13877
0.724003,1.85121,0.296344,0.185828,0.230973
1.62212,3.44604,0.182619,1.40565,0.118806
0.657644,2.36036,0.159627,0.331867,0.324328
1.63148,2.05656,0.0684505,0.386546,0.335178
0.397934,3.23428,0.477784,0.324535,0.204617
1.76559,3.58211,0.493308,0.568423,0.107311
1.99395,2.00956,0.360321,0.544215,0.28222
0.728917,3.59281,0.557423,0.360629,0.280507
0.760787,2.69728,0.106043,0.179476,0.236394
0.095536,3.97016,0.103071,0.0389468,0.280874
0.714962,3.55436,0.641108,0.452172,0.0975195
0.340112,3.30357,0.420246,0.172253,0.127364
0.630051,3.2754,0.319635,0.339819,0.565293
0.530285,3.55489,0.0940661,0.189206,0.280788
1.66419,2.89852,0.163276,0.236044,0.215594
0.416567,2.10342,0.169455,0.398266,0.0556547
1.76095,3.08236,0.145561,0.311203,0.0684835
0.558989,2.71036,0.919483,2.87022,0.263484
1.65603,2.64746,1.04263,0.466711,0.311152
0.382883,2.27558,0.321861,0.222319,0.313806
0.422634,2.13714,0.298872,0.248664,0.0804256
0.189794,2.24575,0.0995018,0.366093,0.125358
1.20945,3.33799,0.409839,0.671344,0.269773
0.52746,3.20147,0.328544,0.872571,0.434397
0.650568,2.54532,0.257534,0.34014,0.185779
1.5766,3.54604,0.178323,1.23669,0.226836
0.470146,3.10973,0.0134186,0.337573,0.343473
0.713477,2.70153,0.181878,0.16576,0.320278
1.67073,3.45032,0.202537,0.43975,0.301825
1.09614,3.27145,0.0958597,0.911067,0.204497
2.13258,3.11759,0.0973989,0.157612,0.226202
0.222752,2.60567,0.128227,0.394534,0.140655
0.294428,3.22231,0.241554,0.209053,0.600581
0.920336,2.02967,0.746123,0.750293,0.150597
1.17143,3.00372,0.0459373,0.620763,0.125261
0.141173,2.67269,0.076612,0.1048,0.388118
0.265122,2.55639,0.126506,0.0730235,0.207572
0.0504687,2.63874,0.33792,0.12552,0.402031
0.515074,3.34615,0.379841,0.521666,0.211669
0.37854,3.18574,0.168864,0.139609,0.174925
0.432353,2.92566,0.364631,0.132355,0.179139
0.306763,3.41575,0.140381,0.148478,0.27798
1.98634,2.97874,0.239187,0.163051,0.134359
0.0912323,2.52251,0.260422,0.53388,0.109129
1.14059,3.17995,0.424861,0.393497,0.293236
1.16461,3.1789,0.529051,0.180585,0.0594503
1.18427,3.11268,0.404605,3.10925,0.220099
1.49381,2.3033,0.251205,0.778003,0.449126
1.13586,2.24518,0.247629,0.299681,0.0782937
0.0539286,2.64204,0.834982,0.295964,0.099533
0.278539,3.29835,0.785097,0.380172,0.0643677
0.801253,3.33618,0.227627,0.295214,0.0200046
0.0719511,2.21804,0.788741,0.499783,0.150594
1.09308,3.38642,0.160774,0.199297,0.121652
0.109593,3.29752,0.721662,0.494281,0.332872
0.462698,1.90278,0.102091,0.490944,0.223577
1.6039,2.55726,0.172055,0.154997,0.0421203
0.908603,2.21838,0.4616,0.0160177,0.166054
0.449558,1.75591,0.0851429,0.233259,0.101405
0.430575,2.36712,0.21088,0.57804,0.121947
0.747961,2.29199,0.476254,0.146989,0.0701515
0.799705,3.41466,0.145484,0.296061,0.373266
0.767524,2.45671,0.0960023,0.471915,0.14196
0.725589,2.07233,1.15592,0.19225,0.0558464
0.43642,1.76426,0.108431,0.238738,0.417452
1.71945,3.29259,0.219699,0.133823,0.409915
